Week,Day Type,Borough,Route,Direction,Hour,Load Percentage,Trips with APC
04/03/2023,Weekday,Bronx,BXM1,NB,0,0.07,4
04/03/2023,Weekday,Bronx,BXM1,NB,6,0.07,1
04/03/2023,Weekday,Bronx,BXM1,NB,7,0.24,4
04/03/2023,Weekday,Bronx,BXM1,NB,8,0.16,5
04/03/2023,Weekday,Bronx,BXM1,NB,10,0.14,5
04/03/2023,Weekday,Bronx,BXM1,NB,11,0.18,7
04/03/2023,Weekday,Bronx,BXM1,NB,12,0.16,3
04/03/2023,Weekday,Bronx,BXM1,NB,13,0.25,5
04/03/2023,Weekday,Bronx,BXM1,NB,14,0.24,7
04/03/2023,Weekday,Bronx,BXM1,NB,15,0.29,9
04/03/2023,Weekday,Bronx,BXM1,NB,16,0.23,9
04/03/2023,Weekday,Bronx,BXM1,NB,17,0.34,19
04/03/2023,Weekday,Bronx,BXM1,NB,18,0.21,4
04/03/2023,Weekday,Bronx,BXM1,NB,19,0.24,7
04/03/2023,Weekday,Bronx,BXM1,NB,20,0.24,5
04/03/2023,Weekday,Bronx,BXM1,NB,21,0.27,5
04/03/2023,Weekday,Bronx,BXM1,NB,22,0.27,6
04/03/2023,Weekday,Bronx,BXM1,SB,5,0.45,1
04/03/2023,Weekday,Bronx,BXM1,SB,6,0.32,15
04/03/2023,Weekday,Bronx,BXM1,SB,7,0.36,8
04/03/2023,Weekday,Bronx,BXM1,SB,8,0.22,4
04/03/2023,Weekday,Bronx,BXM1,SB,9,0.33,8
04/03/2023,Weekday,Bronx,BXM1,SB,10,0.16,7
04/03/2023,Weekday,Bronx,BXM1,SB,11,0.19,4
04/03/2023,Weekday,Bronx,BXM1,SB,12,0.28,8
04/03/2023,Weekday,Bronx,BXM1,SB,13,0.18,5
04/03/2023,Weekday,Bronx,BXM1,SB,14,0.15,4
04/03/2023,Weekday,Bronx,BXM1,SB,15,0.1,9
04/03/2023,Weekday,Bronx,BXM1,SB,16,0.12,3
04/03/2023,Weekday,Bronx,BXM1,SB,17,0.11,5
04/03/2023,Weekday,Bronx,BXM1,SB,18,0.09,3
04/03/2023,Weekday,Bronx,BXM1,SB,19,0.04,3
04/03/2023,Weekday,Bronx,BXM1,SB,21,0.06,5
04/03/2023,Weekday,Bronx,BXM1,SB,23,0.06,5
04/03/2023,Weekday,Bronx,BXM10,NB,0,0.67,2
04/03/2023,Weekday,Bronx,BXM10,NB,7,0.43,6
04/03/2023,Weekday,Bronx,BXM10,NB,8,0.1,4
04/03/2023,Weekday,Bronx,BXM10,NB,9,0.11,2
04/03/2023,Weekday,Bronx,BXM10,NB,10,0.04,1
04/03/2023,Weekday,Bronx,BXM10,NB,11,0.07,1
04/03/2023,Weekday,Bronx,BXM10,NB,12,0.15,6
04/03/2023,Weekday,Bronx,BXM10,NB,13,0.21,8
04/03/2023,Weekday,Bronx,BXM10,NB,14,0.25,4
04/03/2023,Weekday,Bronx,BXM10,NB,15,0.42,5
04/03/2023,Weekday,Bronx,BXM10,NB,16,0.32,23
04/03/2023,Weekday,Bronx,BXM10,NB,17,0.37,14
04/03/2023,Weekday,Bronx,BXM10,NB,18,0.31,5
04/03/2023,Weekday,Bronx,BXM10,NB,19,0.35,7
04/03/2023,Weekday,Bronx,BXM10,NB,20,0.25,6
04/03/2023,Weekday,Bronx,BXM10,NB,21,0.37,2
04/03/2023,Weekday,Bronx,BXM10,NB,22,0.71,2
04/03/2023,Weekday,Bronx,BXM10,NB,23,0.44,1
04/03/2023,Weekday,Bronx,BXM10,SB,5,0.46,6
04/03/2023,Weekday,Bronx,BXM10,SB,6,0.52,12
04/03/2023,Weekday,Bronx,BXM10,SB,7,0.31,7
04/03/2023,Weekday,Bronx,BXM10,SB,8,0.26,6
04/03/2023,Weekday,Bronx,BXM10,SB,9,0.22,1
04/03/2023,Weekday,Bronx,BXM10,SB,10,0.31,1
04/03/2023,Weekday,Bronx,BXM10,SB,11,0.21,8
04/03/2023,Weekday,Bronx,BXM10,SB,12,0.21,3
04/03/2023,Weekday,Bronx,BXM10,SB,13,0.24,1
04/03/2023,Weekday,Bronx,BXM10,SB,14,0.22,7
04/03/2023,Weekday,Bronx,BXM10,SB,15,0.17,2
04/03/2023,Weekday,Bronx,BXM10,SB,16,0.41,3
04/03/2023,Weekday,Bronx,BXM10,SB,17,0.23,4
04/03/2023,Weekday,Bronx,BXM10,SB,18,0.23,5
04/03/2023,Weekday,Bronx,BXM10,SB,19,0.08,6
04/03/2023,Weekday,Bronx,BXM10,SB,20,0.11,1
04/03/2023,Weekday,Bronx,BXM10,SB,21,0.12,3
04/03/2023,Weekday,Bronx,BXM10,SB,22,0.17,5
04/03/2023,Weekday,Bronx,BXM10,SB,23,0.06,3
04/03/2023,Weekday,Bronx,BXM11,NB,0,0.32,4
04/03/2023,Weekday,Bronx,BXM11,NB,6,0.1,5
04/03/2023,Weekday,Bronx,BXM11,NB,8,0.08,2
04/03/2023,Weekday,Bronx,BXM11,NB,9,0.27,4
04/03/2023,Weekday,Bronx,BXM11,NB,10,0.18,5
04/03/2023,Weekday,Bronx,BXM11,NB,11,0.16,5
04/03/2023,Weekday,Bronx,BXM11,NB,12,0.14,4
04/03/2023,Weekday,Bronx,BXM11,NB,13,0.22,2
04/03/2023,Weekday,Bronx,BXM11,NB,14,0.24,4
04/03/2023,Weekday,Bronx,BXM11,NB,15,0.36,10
04/03/2023,Weekday,Bronx,BXM11,NB,16,0.41,11
04/03/2023,Weekday,Bronx,BXM11,NB,17,0.29,9
04/03/2023,Weekday,Bronx,BXM11,NB,18,0.14,2
04/03/2023,Weekday,Bronx,BXM11,NB,19,0.38,10
04/03/2023,Weekday,Bronx,BXM11,NB,20,0.31,1
04/03/2023,Weekday,Bronx,BXM11,NB,21,0.29,5
04/03/2023,Weekday,Bronx,BXM11,NB,22,0.31,3
04/03/2023,Weekday,Bronx,BXM11,NB,23,0.39,4
04/03/2023,Weekday,Bronx,BXM11,SB,5,0.35,9
04/03/2023,Weekday,Bronx,BXM11,SB,6,0.43,12
04/03/2023,Weekday,Bronx,BXM11,SB,7,0.23,17
04/03/2023,Weekday,Bronx,BXM11,SB,8,0.18,14
04/03/2023,Weekday,Bronx,BXM11,SB,9,0.04,1
04/03/2023,Weekday,Bronx,BXM11,SB,11,0.2,5
04/03/2023,Weekday,Bronx,BXM11,SB,12,0.33,1
04/03/2023,Weekday,Bronx,BXM11,SB,13,0.27,4
04/03/2023,Weekday,Bronx,BXM11,SB,15,0.15,1
04/03/2023,Weekday,Bronx,BXM11,SB,17,0.09,6
04/03/2023,Weekday,Bronx,BXM11,SB,18,0.05,7
04/03/2023,Weekday,Bronx,BXM11,SB,19,0.02,1
04/03/2023,Weekday,Bronx,BXM11,SB,21,0.09,3
04/03/2023,Weekday,Bronx,BXM11,SB,23,0.07,4
04/03/2023,Weekday,Bronx,BXM18,NB,16,0.09,1
04/03/2023,Weekday,Bronx,BXM18,NB,17,0.49,1
04/03/2023,Weekday,Bronx,BXM18,NB,18,0.06,5
04/03/2023,Weekday,Bronx,BXM18,SB,6,0.25,6
04/03/2023,Weekday,Bronx,BXM18,SB,7,0.3,8
04/03/2023,Weekday,Bronx,BXM2,NB,0,0.15,5
04/03/2023,Weekday,Bronx,BXM2,NB,8,0.04,2
04/03/2023,Weekday,Bronx,BXM2,NB,9,0.05,8
04/03/2023,Weekday,Bronx,BXM2,NB,11,0.05,1
04/03/2023,Weekday,Bronx,BXM2,NB,12,0.12,3
04/03/2023,Weekday,Bronx,BXM2,NB,13,0.18,4
04/03/2023,Weekday,Bronx,BXM2,NB,14,0.26,4
04/03/2023,Weekday,Bronx,BXM2,NB,15,0.32,4
04/03/2023,Weekday,Bronx,BXM2,NB,16,0.44,6
04/03/2023,Weekday,Bronx,BXM2,NB,17,0.23,7
04/03/2023,Weekday,Bronx,BXM2,NB,18,0.23,14
04/03/2023,Weekday,Bronx,BXM2,NB,19,0.26,6
04/03/2023,Weekday,Bronx,BXM2,NB,20,0.17,4
04/03/2023,Weekday,Bronx,BXM2,NB,22,0.17,9
04/03/2023,Weekday,Bronx,BXM2,NB,23,0.24,5
04/03/2023,Weekday,Bronx,BXM2,SB,6,0.32,7
04/03/2023,Weekday,Bronx,BXM2,SB,7,0.21,5
04/03/2023,Weekday,Bronx,BXM2,SB,9,0.22,2
04/03/2023,Weekday,Bronx,BXM2,SB,10,0.14,2
04/03/2023,Weekday,Bronx,BXM2,SB,11,0.19,7
04/03/2023,Weekday,Bronx,BXM2,SB,12,0.1,4
04/03/2023,Weekday,Bronx,BXM2,SB,13,0.1,3
04/03/2023,Weekday,Bronx,BXM2,SB,14,0.08,2
04/03/2023,Weekday,Bronx,BXM2,SB,15,0.12,3
04/03/2023,Weekday,Bronx,BXM2,SB,16,0.14,7
04/03/2023,Weekday,Bronx,BXM2,SB,17,0.08,6
04/03/2023,Weekday,Bronx,BXM2,SB,18,0.12,3
04/03/2023,Weekday,Bronx,BXM2,SB,19,0.04,4
04/03/2023,Weekday,Bronx,BXM2,SB,20,0.03,7
04/03/2023,Weekday,Bronx,BXM2,SB,21,0.05,5
04/03/2023,Weekday,Bronx,BXM2,SB,22,0.02,3
04/03/2023,Weekday,Bronx,BXM2,SB,23,0.07,1
04/03/2023,Weekday,Bronx,BXM3,NB,7,0.2,1
04/03/2023,Weekday,Bronx,BXM3,NB,8,0.08,3
04/03/2023,Weekday,Bronx,BXM3,NB,10,0.07,3
04/03/2023,Weekday,Bronx,BXM3,NB,11,0.08,5
04/03/2023,Weekday,Bronx,BXM3,NB,12,0.14,4
04/03/2023,Weekday,Bronx,BXM3,NB,13,0.13,2
04/03/2023,Weekday,Bronx,BXM3,NB,14,0.27,3
04/03/2023,Weekday,Bronx,BXM3,NB,15,0.38,8
04/03/2023,Weekday,Bronx,BXM3,NB,16,0.16,2
04/03/2023,Weekday,Bronx,BXM3,NB,17,0.56,3
04/03/2023,Weekday,Bronx,BXM3,NB,18,0.35,7
04/03/2023,Weekday,Bronx,BXM3,NB,19,0.25,8
04/03/2023,Weekday,Bronx,BXM3,NB,22,0.19,5
04/03/2023,Weekday,Bronx,BXM3,SB,5,0.52,5
04/03/2023,Weekday,Bronx,BXM3,SB,6,0.31,4
04/03/2023,Weekday,Bronx,BXM3,SB,7,0.33,12
04/03/2023,Weekday,Bronx,BXM3,SB,8,0.42,4
04/03/2023,Weekday,Bronx,BXM3,SB,9,0.26,9
04/03/2023,Weekday,Bronx,BXM3,SB,10,0.21,5
04/03/2023,Weekday,Bronx,BXM3,SB,11,0.18,1
04/03/2023,Weekday,Bronx,BXM3,SB,12,0.25,2
04/03/2023,Weekday,Bronx,BXM3,SB,13,0.17,4
04/03/2023,Weekday,Bronx,BXM3,SB,16,0.06,2
04/03/2023,Weekday,Bronx,BXM3,SB,17,0.1,4
04/03/2023,Weekday,Bronx,BXM3,SB,18,0.05,1
04/03/2023,Weekday,Bronx,BXM3,SB,19,0.04,3
04/03/2023,Weekday,Bronx,BXM3,SB,20,0.04,2
04/03/2023,Weekday,Bronx,BXM4,NB,0,0.1,4
04/03/2023,Weekday,Bronx,BXM4,NB,11,0.05,1
04/03/2023,Weekday,Bronx,BXM4,NB,12,0.13,5
04/03/2023,Weekday,Bronx,BXM4,NB,13,0.12,5
04/03/2023,Weekday,Bronx,BXM4,NB,14,0.3,2
04/03/2023,Weekday,Bronx,BXM4,NB,15,0.33,1
04/03/2023,Weekday,Bronx,BXM4,NB,18,0.36,3
04/03/2023,Weekday,Bronx,BXM4,NB,19,0.21,2
04/03/2023,Weekday,Bronx,BXM4,NB,20,0.3,3
04/03/2023,Weekday,Bronx,BXM4,NB,21,0.24,5
04/03/2023,Weekday,Bronx,BXM4,NB,22,0.24,4
04/03/2023,Weekday,Bronx,BXM4,NB,23,0.42,3
04/03/2023,Weekday,Bronx,BXM4,SB,6,0.4,2
04/03/2023,Weekday,Bronx,BXM4,SB,7,0.19,4
04/03/2023,Weekday,Bronx,BXM4,SB,8,0.19,6
04/03/2023,Weekday,Bronx,BXM4,SB,9,0.05,1
04/03/2023,Weekday,Bronx,BXM4,SB,10,0.22,1
04/03/2023,Weekday,Bronx,BXM4,SB,11,0.15,4
04/03/2023,Weekday,Bronx,BXM4,SB,12,0.15,2
04/03/2023,Weekday,Bronx,BXM4,SB,13,0.05,1
04/03/2023,Weekday,Bronx,BXM4,SB,14,0.11,2
04/03/2023,Weekday,Bronx,BXM4,SB,19,0.05,4
04/03/2023,Weekday,Bronx,BXM4,SB,20,0.05,2
04/03/2023,Weekday,Bronx,BXM4,SB,21,0.05,4
04/03/2023,Weekday,Bronx,BXM4,SB,22,0.02,2
04/03/2023,Weekday,Bronx,BXM6,NB,0,0.22,4
04/03/2023,Weekday,Bronx,BXM6,NB,8,0.05,5
04/03/2023,Weekday,Bronx,BXM6,NB,9,0.03,2
04/03/2023,Weekday,Bronx,BXM6,NB,11,0.1,5
04/03/2023,Weekday,Bronx,BXM6,NB,12,0.09,1
04/03/2023,Weekday,Bronx,BXM6,NB,13,0.15,1
04/03/2023,Weekday,Bronx,BXM6,NB,16,0.34,3
04/03/2023,Weekday,Bronx,BXM6,NB,17,0.35,4
04/03/2023,Weekday,Bronx,BXM6,NB,18,0.37,9
04/03/2023,Weekday,Bronx,BXM6,NB,19,0.34,5
04/03/2023,Weekday,Bronx,BXM6,NB,21,0.21,2
04/03/2023,Weekday,Bronx,BXM6,NB,22,0.42,1
04/03/2023,Weekday,Bronx,BXM6,NB,23,0.28,5
04/03/2023,Weekday,Bronx,BXM6,SB,6,0.51,7
04/03/2023,Weekday,Bronx,BXM6,SB,7,0.37,9
04/03/2023,Weekday,Bronx,BXM6,SB,8,0.19,9
04/03/2023,Weekday,Bronx,BXM6,SB,9,0.27,3
04/03/2023,Weekday,Bronx,BXM6,SB,10,0.24,3
04/03/2023,Weekday,Bronx,BXM6,SB,11,0.27,2
04/03/2023,Weekday,Bronx,BXM6,SB,13,0.25,5
04/03/2023,Weekday,Bronx,BXM6,SB,14,0.13,5
04/03/2023,Weekday,Bronx,BXM6,SB,15,0.14,3
04/03/2023,Weekday,Bronx,BXM6,SB,17,0.04,1
04/03/2023,Weekday,Bronx,BXM6,SB,20,0.05,5
04/03/2023,Weekday,Bronx,BXM6,SB,21,0.09,4
04/03/2023,Weekday,Bronx,BXM6,SB,23,0.07,2
04/03/2023,Weekday,Bronx,BXM7,NB,0,0.3,7
04/03/2023,Weekday,Bronx,BXM7,NB,1,0.2,4
04/03/2023,Weekday,Bronx,BXM7,NB,7,0.17,2
04/03/2023,Weekday,Bronx,BXM7,NB,8,0.15,11
04/03/2023,Weekday,Bronx,BXM7,NB,9,0.15,5
04/03/2023,Weekday,Bronx,BXM7,NB,10,0.16,6
04/03/2023,Weekday,Bronx,BXM7,NB,11,0.2,3
04/03/2023,Weekday,Bronx,BXM7,NB,12,0.29,5
04/03/2023,Weekday,Bronx,BXM7,NB,13,0.29,4
04/03/2023,Weekday,Bronx,BXM7,NB,14,0.5,8
04/03/2023,Weekday,Bronx,BXM7,NB,15,0.48,7
04/03/2023,Weekday,Bronx,BXM7,NB,16,0.39,21
04/03/2023,Weekday,Bronx,BXM7,NB,17,0.34,23
04/03/2023,Weekday,Bronx,BXM7,NB,18,0.35,16
04/03/2023,Weekday,Bronx,BXM7,NB,19,0.3,12
04/03/2023,Weekday,Bronx,BXM7,NB,20,0.34,10
04/03/2023,Weekday,Bronx,BXM7,NB,21,0.26,8
04/03/2023,Weekday,Bronx,BXM7,NB,22,0.44,6
04/03/2023,Weekday,Bronx,BXM7,NB,23,0.65,4
04/03/2023,Weekday,Bronx,BXM7,SB,4,0.67,3
04/03/2023,Weekday,Bronx,BXM7,SB,5,0.46,11
04/03/2023,Weekday,Bronx,BXM7,SB,6,0.42,23
04/03/2023,Weekday,Bronx,BXM7,SB,7,0.36,16
04/03/2023,Weekday,Bronx,BXM7,SB,8,0.23,14
04/03/2023,Weekday,Bronx,BXM7,SB,9,0.31,15
04/03/2023,Weekday,Bronx,BXM7,SB,10,0.46,5
04/03/2023,Weekday,Bronx,BXM7,SB,11,0.4,3
04/03/2023,Weekday,Bronx,BXM7,SB,12,0.37,5
04/03/2023,Weekday,Bronx,BXM7,SB,13,0.35,7
04/03/2023,Weekday,Bronx,BXM7,SB,14,0.29,7
04/03/2023,Weekday,Bronx,BXM7,SB,15,0.27,1
04/03/2023,Weekday,Bronx,BXM7,SB,16,0.3,2
04/03/2023,Weekday,Bronx,BXM7,SB,17,0.24,1
04/03/2023,Weekday,Bronx,BXM7,SB,18,0.2,3
04/03/2023,Weekday,Bronx,BXM7,SB,19,0.09,4
04/03/2023,Weekday,Bronx,BXM7,SB,20,0.12,4
04/03/2023,Weekday,Bronx,BXM7,SB,21,0.24,6
04/03/2023,Weekday,Bronx,BXM7,SB,22,0.13,7
04/03/2023,Weekday,Bronx,BXM7,SB,23,0.06,5
04/03/2023,Weekday,Bronx,BXM8,NB,1,0.06,2
04/03/2023,Weekday,Bronx,BXM8,NB,6,0.02,2
04/03/2023,Weekday,Bronx,BXM8,NB,7,0.19,4
04/03/2023,Weekday,Bronx,BXM8,NB,8,0.07,6
04/03/2023,Weekday,Bronx,BXM8,NB,10,0.09,4
04/03/2023,Weekday,Bronx,BXM8,NB,11,0.13,10
04/03/2023,Weekday,Bronx,BXM8,NB,12,0.21,5
04/03/2023,Weekday,Bronx,BXM8,NB,13,0.17,4
04/03/2023,Weekday,Bronx,BXM8,NB,14,0.37,8
04/03/2023,Weekday,Bronx,BXM8,NB,15,0.5,2
04/03/2023,Weekday,Bronx,BXM8,NB,16,0.43,17
04/03/2023,Weekday,Bronx,BXM8,NB,17,0.36,18
04/03/2023,Weekday,Bronx,BXM8,NB,18,0.38,12
04/03/2023,Weekday,Bronx,BXM8,NB,19,0.38,5
04/03/2023,Weekday,Bronx,BXM8,NB,20,0.36,7
04/03/2023,Weekday,Bronx,BXM8,NB,21,0.42,4
04/03/2023,Weekday,Bronx,BXM8,NB,22,0.55,6
04/03/2023,Weekday,Bronx,BXM8,SB,5,0.6,8
04/03/2023,Weekday,Bronx,BXM8,SB,6,0.42,12
04/03/2023,Weekday,Bronx,BXM8,SB,7,0.41,10
04/03/2023,Weekday,Bronx,BXM8,SB,8,0.31,10
04/03/2023,Weekday,Bronx,BXM8,SB,9,0.22,2
04/03/2023,Weekday,Bronx,BXM8,SB,11,0.15,4
04/03/2023,Weekday,Bronx,BXM8,SB,12,0.3,5
04/03/2023,Weekday,Bronx,BXM8,SB,13,0.18,1
04/03/2023,Weekday,Bronx,BXM8,SB,15,0.12,2
04/03/2023,Weekday,Bronx,BXM8,SB,16,0.05,2
04/03/2023,Weekday,Bronx,BXM8,SB,17,0.12,3
04/03/2023,Weekday,Bronx,BXM8,SB,18,0.07,5
04/03/2023,Weekday,Bronx,BXM8,SB,19,0.06,3
04/03/2023,Weekday,Bronx,BXM8,SB,21,0.18,1
04/03/2023,Weekday,Bronx,BXM8,SB,22,0.12,3
04/03/2023,Weekday,Bronx,BXM9,NB,0,0.26,2
04/03/2023,Weekday,Bronx,BXM9,NB,1,0.12,3
04/03/2023,Weekday,Bronx,BXM9,NB,7,0.24,5
04/03/2023,Weekday,Bronx,BXM9,NB,8,0.1,8
04/03/2023,Weekday,Bronx,BXM9,NB,9,0.05,2
04/03/2023,Weekday,Bronx,BXM9,NB,10,0.15,6
04/03/2023,Weekday,Bronx,BXM9,NB,11,0.17,3
04/03/2023,Weekday,Bronx,BXM9,NB,12,0.18,4
04/03/2023,Weekday,Bronx,BXM9,NB,13,0.23,9
04/03/2023,Weekday,Bronx,BXM9,NB,14,0.43,8
04/03/2023,Weekday,Bronx,BXM9,NB,15,0.53,12
04/03/2023,Weekday,Bronx,BXM9,NB,16,0.34,13
04/03/2023,Weekday,Bronx,BXM9,NB,17,0.33,18
04/03/2023,Weekday,Bronx,BXM9,NB,18,0.3,13
04/03/2023,Weekday,Bronx,BXM9,NB,19,0.23,6
04/03/2023,Weekday,Bronx,BXM9,NB,20,0.24,3
04/03/2023,Weekday,Bronx,BXM9,NB,21,0.23,5
04/03/2023,Weekday,Bronx,BXM9,NB,22,0.36,2
04/03/2023,Weekday,Bronx,BXM9,NB,23,0.39,3
04/03/2023,Weekday,Bronx,BXM9,SB,5,0.45,13
04/03/2023,Weekday,Bronx,BXM9,SB,6,0.42,26
04/03/2023,Weekday,Bronx,BXM9,SB,7,0.28,21
04/03/2023,Weekday,Bronx,BXM9,SB,8,0.31,15
04/03/2023,Weekday,Bronx,BXM9,SB,9,0.3,7
04/03/2023,Weekday,Bronx,BXM9,SB,10,0.24,5
04/03/2023,Weekday,Bronx,BXM9,SB,11,0.24,7
04/03/2023,Weekday,Bronx,BXM9,SB,12,0.28,5
04/03/2023,Weekday,Bronx,BXM9,SB,13,0.22,1
04/03/2023,Weekday,Bronx,BXM9,SB,14,0.21,8
04/03/2023,Weekday,Bronx,BXM9,SB,15,0.18,5
04/03/2023,Weekday,Bronx,BXM9,SB,16,0.16,8
04/03/2023,Weekday,Bronx,BXM9,SB,17,0.16,4
04/03/2023,Weekday,Bronx,BXM9,SB,20,0.13,3
04/03/2023,Weekday,Bronx,BXM9,SB,21,0.25,2
04/03/2023,Weekday,Bronx,BXM9,SB,22,0.07,1
04/03/2023,Weekday,Bronx,BXM9,SB,23,0.02,5
04/03/2023,Weekday,Brooklyn,BM1,EB,10,0.11,4
04/03/2023,Weekday,Brooklyn,BM1,EB,11,0.11,2
04/03/2023,Weekday,Brooklyn,BM1,EB,12,0.12,3
04/03/2023,Weekday,Brooklyn,BM1,EB,13,0.2,4
04/03/2023,Weekday,Brooklyn,BM1,EB,14,0.32,9
04/03/2023,Weekday,Brooklyn,BM1,EB,15,0.46,8
04/03/2023,Weekday,Brooklyn,BM1,EB,16,0.31,23
04/03/2023,Weekday,Brooklyn,BM1,EB,17,0.29,19
04/03/2023,Weekday,Brooklyn,BM1,EB,18,0.2,17
04/03/2023,Weekday,Brooklyn,BM1,EB,19,0.18,10
04/03/2023,Weekday,Brooklyn,BM1,EB,20,0.21,2
04/03/2023,Weekday,Brooklyn,BM1,EB,21,0.28,3
04/03/2023,Weekday,Brooklyn,BM1,EB,22,0.2,5
04/03/2023,Weekday,Brooklyn,BM1,EB,23,0.16,2
04/03/2023,Weekday,Brooklyn,BM1,WB,5,0.51,9
04/03/2023,Weekday,Brooklyn,BM1,WB,6,0.48,30
04/03/2023,Weekday,Brooklyn,BM1,WB,7,0.4,23
04/03/2023,Weekday,Brooklyn,BM1,WB,8,0.23,19
04/03/2023,Weekday,Brooklyn,BM1,WB,9,0.34,7
04/03/2023,Weekday,Brooklyn,BM1,WB,10,0.25,1
04/03/2023,Weekday,Brooklyn,BM1,WB,11,0.22,1
04/03/2023,Weekday,Brooklyn,BM1,WB,12,0.29,3
04/03/2023,Weekday,Brooklyn,BM1,WB,13,0.09,2
04/03/2023,Weekday,Brooklyn,BM1,WB,14,0.15,5
04/03/2023,Weekday,Brooklyn,BM1,WB,15,0.1,2
04/03/2023,Weekday,Brooklyn,BM2,EB,0,0.16,3
04/03/2023,Weekday,Brooklyn,BM2,EB,11,0.09,5
04/03/2023,Weekday,Brooklyn,BM2,EB,12,0.09,5
04/03/2023,Weekday,Brooklyn,BM2,EB,13,0.15,3
04/03/2023,Weekday,Brooklyn,BM2,EB,14,0.25,4
04/03/2023,Weekday,Brooklyn,BM2,EB,15,0.35,10
04/03/2023,Weekday,Brooklyn,BM2,EB,16,0.37,14
04/03/2023,Weekday,Brooklyn,BM2,EB,17,0.38,16
04/03/2023,Weekday,Brooklyn,BM2,EB,18,0.23,13
04/03/2023,Weekday,Brooklyn,BM2,EB,19,0.29,8
04/03/2023,Weekday,Brooklyn,BM2,EB,20,0.27,5
04/03/2023,Weekday,Brooklyn,BM2,EB,21,0.22,2
04/03/2023,Weekday,Brooklyn,BM2,EB,22,0.25,5
04/03/2023,Weekday,Brooklyn,BM2,EB,23,0.21,4
04/03/2023,Weekday,Brooklyn,BM2,WB,5,0.75,9
04/03/2023,Weekday,Brooklyn,BM2,WB,6,0.55,14
04/03/2023,Weekday,Brooklyn,BM2,WB,7,0.42,18
04/03/2023,Weekday,Brooklyn,BM2,WB,8,0.24,9
04/03/2023,Weekday,Brooklyn,BM2,WB,9,0.31,4
04/03/2023,Weekday,Brooklyn,BM2,WB,10,0.24,1
04/03/2023,Weekday,Brooklyn,BM2,WB,12,0.2,1
04/03/2023,Weekday,Brooklyn,BM2,WB,13,0.17,3
04/03/2023,Weekday,Brooklyn,BM2,WB,14,0.15,2
04/03/2023,Weekday,Brooklyn,BM2,WB,15,0.06,5
04/03/2023,Weekday,Brooklyn,BM3,EB,11,0.1,4
04/03/2023,Weekday,Brooklyn,BM3,EB,12,0.11,3
04/03/2023,Weekday,Brooklyn,BM3,EB,13,0.12,5
04/03/2023,Weekday,Brooklyn,BM3,EB,14,0.1,3
04/03/2023,Weekday,Brooklyn,BM3,EB,15,0.3,9
04/03/2023,Weekday,Brooklyn,BM3,EB,16,0.29,9
04/03/2023,Weekday,Brooklyn,BM3,EB,17,0.28,24
04/03/2023,Weekday,Brooklyn,BM3,EB,18,0.19,16
04/03/2023,Weekday,Brooklyn,BM3,EB,19,0.16,5
04/03/2023,Weekday,Brooklyn,BM3,EB,20,0.13,3
04/03/2023,Weekday,Brooklyn,BM3,EB,21,0.08,3
04/03/2023,Weekday,Brooklyn,BM3,EB,22,0.11,2
04/03/2023,Weekday,Brooklyn,BM3,EB,23,0.2,2
04/03/2023,Weekday,Brooklyn,BM3,WB,5,0.48,9
04/03/2023,Weekday,Brooklyn,BM3,WB,6,0.45,14
04/03/2023,Weekday,Brooklyn,BM3,WB,7,0.33,16
04/03/2023,Weekday,Brooklyn,BM3,WB,8,0.24,14
04/03/2023,Weekday,Brooklyn,BM3,WB,9,0.14,10
04/03/2023,Weekday,Brooklyn,BM3,WB,10,0.19,5
04/03/2023,Weekday,Brooklyn,BM3,WB,11,0.3,2
04/03/2023,Weekday,Brooklyn,BM3,WB,12,0.13,5
04/03/2023,Weekday,Brooklyn,BM3,WB,13,0.24,2
04/03/2023,Weekday,Brooklyn,BM3,WB,14,0.16,1
04/03/2023,Weekday,Brooklyn,BM3,WB,15,0.17,3
04/03/2023,Weekday,Brooklyn,BM4,EB,11,0.09,4
04/03/2023,Weekday,Brooklyn,BM4,EB,12,0.07,5
04/03/2023,Weekday,Brooklyn,BM4,EB,14,0.31,5
04/03/2023,Weekday,Brooklyn,BM4,EB,15,0.16,1
04/03/2023,Weekday,Brooklyn,BM4,EB,16,0.28,19
04/03/2023,Weekday,Brooklyn,BM4,EB,17,0.24,8
04/03/2023,Weekday,Brooklyn,BM4,EB,18,0.11,9
04/03/2023,Weekday,Brooklyn,BM4,EB,20,0.09,3
04/03/2023,Weekday,Brooklyn,BM4,WB,5,0.53,5
04/03/2023,Weekday,Brooklyn,BM4,WB,6,0.43,11
04/03/2023,Weekday,Brooklyn,BM4,WB,7,0.32,14
04/03/2023,Weekday,Brooklyn,BM4,WB,8,0.27,14
04/03/2023,Weekday,Brooklyn,BM4,WB,9,0.19,5
04/03/2023,Weekday,Brooklyn,BM4,WB,10,0.08,5
04/03/2023,Weekday,Brooklyn,BM4,WB,11,0.13,3
04/03/2023,Weekday,Brooklyn,BM4,WB,12,0.08,5
04/03/2023,Weekday,Brooklyn,BM4,WB,13,0.12,3
04/03/2023,Weekday,Brooklyn,BM5,EB,11,0.15,4
04/03/2023,Weekday,Brooklyn,BM5,EB,12,0.18,2
04/03/2023,Weekday,Brooklyn,BM5,EB,13,0.28,2
04/03/2023,Weekday,Brooklyn,BM5,EB,14,0.37,5
04/03/2023,Weekday,Brooklyn,BM5,EB,15,0.84,3
