Week,Day Type,Borough,Route,Direction,Hour,Load Percentage,Trips with APC
06/26/2023,Weekday,Staten Island,SIM1,NB,12,0.69,1
06/26/2023,Weekday,Staten Island,SIM1,NB,13,0.24,1
06/26/2023,Weekday,Staten Island,SIM1,NB,16,0.67,1
06/26/2023,Weekday,Staten Island,SIM1,SB,13,0.16,1
06/26/2023,Weekday,Staten Island,SIM1,SB,14,0.56,5
06/26/2023,Weekday,Staten Island,SIM1,SB,15,0.64,33
06/26/2023,Weekday,Staten Island,SIM1,SB,16,0.59,36
06/26/2023,Weekday,Staten Island,SIM1,SB,17,0.56,41
06/26/2023,Weekday,Staten Island,SIM1,SB,18,0.44,26
06/26/2023,Weekday,Staten Island,SIM1,SB,19,0.33,11
06/26/2023,Weekday,Staten Island,SIM1,SB,21,0.35,1
06/26/2023,Weekday,Staten Island,SIM10,NB,4,0.47,18
06/26/2023,Weekday,Staten Island,SIM10,NB,5,0.43,50
06/26/2023,Weekday,Staten Island,SIM10,NB,6,0.54,32
06/26/2023,Weekday,Staten Island,SIM10,NB,7,0.53,29
06/26/2023,Weekday,Staten Island,SIM10,NB,8,0.46,9
06/26/2023,Weekday,Staten Island,SIM10,SB,8,0.42,1
06/26/2023,Weekday,Staten Island,SIM10,SB,14,0.43,21
06/26/2023,Weekday,Staten Island,SIM10,SB,15,0.47,23
06/26/2023,Weekday,Staten Island,SIM10,SB,16,0.6,32
06/26/2023,Weekday,Staten Island,SIM10,SB,17,0.52,36
06/26/2023,Weekday,Staten Island,SIM10,SB,18,0.33,29
06/26/2023,Weekday,Staten Island,SIM11,NB,4,0.38,5
06/26/2023,Weekday,Staten Island,SIM11,NB,5,0.48,16
06/26/2023,Weekday,Staten Island,SIM11,NB,6,0.45,22
06/26/2023,Weekday,Staten Island,SIM11,NB,7,0.51,16
06/26/2023,Weekday,Staten Island,SIM11,NB,8,0.27,14
06/26/2023,Weekday,Staten Island,SIM11,NB,9,0.29,5
06/26/2023,Weekday,Staten Island,SIM11,SB,14,0.29,1
06/26/2023,Weekday,Staten Island,SIM11,SB,15,0.32,14
06/26/2023,Weekday,Staten Island,SIM11,SB,16,0.28,15
06/26/2023,Weekday,Staten Island,SIM11,SB,17,0.33,15
06/26/2023,Weekday,Staten Island,SIM11,SB,18,0.22,15
06/26/2023,Weekday,Staten Island,SIM11,SB,19,0.21,3
06/26/2023,Weekday,Staten Island,SIM15,NB,4,0.42,3
06/26/2023,Weekday,Staten Island,SIM15,NB,5,0.5,8
06/26/2023,Weekday,Staten Island,SIM15,NB,6,0.5,30
06/26/2023,Weekday,Staten Island,SIM15,NB,7,0.41,32
06/26/2023,Weekday,Staten Island,SIM15,NB,8,0.42,13
06/26/2023,Weekday,Staten Island,SIM15,NB,9,0.27,5
06/26/2023,Weekday,Staten Island,SIM15,SB,14,0.65,1
06/26/2023,Weekday,Staten Island,SIM15,SB,15,0.47,9
06/26/2023,Weekday,Staten Island,SIM15,SB,16,0.48,16
06/26/2023,Weekday,Staten Island,SIM15,SB,17,0.44,16
06/26/2023,Weekday,Staten Island,SIM15,SB,18,0.24,11
06/26/2023,Weekday,Staten Island,SIM15,SB,19,0.22,3
06/26/2023,Weekday,Staten Island,SIM1C,NB,0,0.08,5
06/26/2023,Weekday,Staten Island,SIM1C,NB,1,0.13,5
06/26/2023,Weekday,Staten Island,SIM1C,NB,2,0.17,7
06/26/2023,Weekday,Staten Island,SIM1C,NB,3,0.43,11
06/26/2023,Weekday,Staten Island,SIM1C,NB,4,0.47,18
06/26/2023,Weekday,Staten Island,SIM1C,NB,5,0.71,1
06/26/2023,Weekday,Staten Island,SIM1C,NB,6,0.52,3
06/26/2023,Weekday,Staten Island,SIM1C,NB,7,0.3,2
06/26/2023,Weekday,Staten Island,SIM1C,NB,8,0.51,20
06/26/2023,Weekday,Staten Island,SIM1C,NB,9,0.56,28
06/26/2023,Weekday,Staten Island,SIM1C,NB,10,0.53,16
06/26/2023,Weekday,Staten Island,SIM1C,NB,11,0.58,17
06/26/2023,Weekday,Staten Island,SIM1C,NB,12,0.6,15
06/26/2023,Weekday,Staten Island,SIM1C,NB,13,0.63,16
06/26/2023,Weekday,Staten Island,SIM1C,NB,14,0.68,14
06/26/2023,Weekday,Staten Island,SIM1C,NB,15,0.48,15
06/26/2023,Weekday,Staten Island,SIM1C,NB,16,0.4,10
06/26/2023,Weekday,Staten Island,SIM1C,NB,17,0.36,1
06/26/2023,Weekday,Staten Island,SIM1C,NB,18,0.48,4
06/26/2023,Weekday,Staten Island,SIM1C,NB,19,0.35,4
06/26/2023,Weekday,Staten Island,SIM1C,NB,20,0.49,5
06/26/2023,Weekday,Staten Island,SIM1C,NB,21,0.53,2
06/26/2023,Weekday,Staten Island,SIM1C,NB,22,0.52,4
06/26/2023,Weekday,Staten Island,SIM1C,NB,23,0.18,3
06/26/2023,Weekday,Staten Island,SIM1C,SB,0,0.54,24
06/26/2023,Weekday,Staten Island,SIM1C,SB,1,0.28,9
06/26/2023,Weekday,Staten Island,SIM1C,SB,2,0.17,9
06/26/2023,Weekday,Staten Island,SIM1C,SB,3,0.11,5
06/26/2023,Weekday,Staten Island,SIM1C,SB,4,0.14,5
06/26/2023,Weekday,Staten Island,SIM1C,SB,5,0.33,5
06/26/2023,Weekday,Staten Island,SIM1C,SB,6,0.71,5
06/26/2023,Weekday,Staten Island,SIM1C,SB,7,0.7,8
06/26/2023,Weekday,Staten Island,SIM1C,SB,8,0.41,7
06/26/2023,Weekday,Staten Island,SIM1C,SB,9,0.38,10
06/26/2023,Weekday,Staten Island,SIM1C,SB,10,0.34,12
06/26/2023,Weekday,Staten Island,SIM1C,SB,11,0.45,12
06/26/2023,Weekday,Staten Island,SIM1C,SB,12,0.61,19
06/26/2023,Weekday,Staten Island,SIM1C,SB,13,0.57,25
06/26/2023,Weekday,Staten Island,SIM1C,SB,14,0.63,6
06/26/2023,Weekday,Staten Island,SIM1C,SB,15,0.42,3
06/26/2023,Weekday,Staten Island,SIM1C,SB,16,0.49,1
06/26/2023,Weekday,Staten Island,SIM1C,SB,17,0.78,1
06/26/2023,Weekday,Staten Island,SIM1C,SB,18,0.67,3
06/26/2023,Weekday,Staten Island,SIM1C,SB,19,0.59,26
06/26/2023,Weekday,Staten Island,SIM1C,SB,20,0.54,22
06/26/2023,Weekday,Staten Island,SIM1C,SB,21,0.54,21
06/26/2023,Weekday,Staten Island,SIM1C,SB,22,0.69,21
06/26/2023,Weekday,Staten Island,SIM1C,SB,23,0.5,28
06/26/2023,Weekday,Staten Island,SIM2,NB,4,0.36,8
06/26/2023,Weekday,Staten Island,SIM2,NB,5,0.57,16
06/26/2023,Weekday,Staten Island,SIM2,NB,6,0.55,17
06/26/2023,Weekday,Staten Island,SIM2,NB,7,0.4,32
06/26/2023,Weekday,Staten Island,SIM2,NB,8,0.36,9
06/26/2023,Weekday,Staten Island,SIM2,NB,9,0.35,2
06/26/2023,Weekday,Staten Island,SIM2,SB,13,0.31,2
06/26/2023,Weekday,Staten Island,SIM2,SB,14,0.51,9
06/26/2023,Weekday,Staten Island,SIM2,SB,15,0.47,15
06/26/2023,Weekday,Staten Island,SIM2,SB,16,0.58,16
06/26/2023,Weekday,Staten Island,SIM2,SB,17,0.56,18
06/26/2023,Weekday,Staten Island,SIM2,SB,18,0.3,14
06/26/2023,Weekday,Staten Island,SIM2,SB,19,0.17,11
06/26/2023,Weekday,Staten Island,SIM2,SB,20,0.13,5
06/26/2023,Weekday,Staten Island,SIM22,NB,4,0.45,2
06/26/2023,Weekday,Staten Island,SIM22,NB,5,0.5,13
06/26/2023,Weekday,Staten Island,SIM22,NB,6,0.53,28
06/26/2023,Weekday,Staten Island,SIM22,NB,7,0.54,19
06/26/2023,Weekday,Staten Island,SIM22,NB,8,0.43,10
06/26/2023,Weekday,Staten Island,SIM22,NB,9,0.36,4
06/26/2023,Weekday,Staten Island,SIM22,SB,14,0.42,1
06/26/2023,Weekday,Staten Island,SIM22,SB,15,0.4,12
06/26/2023,Weekday,Staten Island,SIM22,SB,16,0.44,18
06/26/2023,Weekday,Staten Island,SIM22,SB,17,0.56,16
06/26/2023,Weekday,Staten Island,SIM22,SB,18,0.31,7
06/26/2023,Weekday,Staten Island,SIM22,SB,19,0.17,10
06/26/2023,Weekday,Staten Island,SIM23,NB,5,0.45,6
06/26/2023,Weekday,Staten Island,SIM23,NB,6,0.62,10
06/26/2023,Weekday,Staten Island,SIM23,NB,7,0.6,8
06/26/2023,Weekday,Staten Island,SIM23,NB,8,0.48,3
06/26/2023,Weekday,Staten Island,SIM23,SB,14,0.65,1
06/26/2023,Weekday,Staten Island,SIM23,SB,15,0.51,2
06/26/2023,Weekday,Staten Island,SIM23,SB,16,0.59,9
06/26/2023,Weekday,Staten Island,SIM23,SB,17,0.68,8
06/26/2023,Weekday,Staten Island,SIM23,SB,18,0.29,4
06/26/2023,Weekday,Staten Island,SIM24,NB,4,0.42,1
06/26/2023,Weekday,Staten Island,SIM24,NB,5,0.49,4
06/26/2023,Weekday,Staten Island,SIM24,NB,6,0.63,6
06/26/2023,Weekday,Staten Island,SIM24,NB,7,0.72,9
06/26/2023,Weekday,Staten Island,SIM24,NB,8,0.36,5
06/26/2023,Weekday,Staten Island,SIM24,SB,15,0.38,5
06/26/2023,Weekday,Staten Island,SIM24,SB,16,0.55,7
06/26/2023,Weekday,Staten Island,SIM24,SB,17,0.51,7
06/26/2023,Weekday,Staten Island,SIM24,SB,18,0.2,5
06/26/2023,Weekday,Staten Island,SIM25,NB,4,0.46,4
06/26/2023,Weekday,Staten Island,SIM25,NB,5,0.49,20
06/26/2023,Weekday,Staten Island,SIM25,NB,6,0.45,21
06/26/2023,Weekday,Staten Island,SIM25,NB,7,0.47,16
06/26/2023,Weekday,Staten Island,SIM25,NB,8,0.37,7
06/26/2023,Weekday,Staten Island,SIM25,NB,9,0.33,4
06/26/2023,Weekday,Staten Island,SIM25,SB,15,0.45,14
06/26/2023,Weekday,Staten Island,SIM25,SB,16,0.42,15
06/26/2023,Weekday,Staten Island,SIM25,SB,17,0.41,17
06/26/2023,Weekday,Staten Island,SIM25,SB,18,0.18,15
06/26/2023,Weekday,Staten Island,SIM25,SB,19,0.24,12
06/26/2023,Weekday,Staten Island,SIM25,SB,20,0.1,3
06/26/2023,Weekday,Staten Island,SIM26,NB,4,0.38,9
06/26/2023,Weekday,Staten Island,SIM26,NB,5,0.46,21
06/26/2023,Weekday,Staten Island,SIM26,NB,6,0.4,26
06/26/2023,Weekday,Staten Island,SIM26,NB,7,0.42,19
06/26/2023,Weekday,Staten Island,SIM26,NB,8,0.44,6
06/26/2023,Weekday,Staten Island,SIM26,SB,5,0.04,1
06/26/2023,Weekday,Staten Island,SIM26,SB,14,0.57,12
06/26/2023,Weekday,Staten Island,SIM26,SB,15,0.37,15
06/26/2023,Weekday,Staten Island,SIM26,SB,16,0.42,16
06/26/2023,Weekday,Staten Island,SIM26,SB,17,0.43,18
06/26/2023,Weekday,Staten Island,SIM26,SB,18,0.26,10
06/26/2023,Weekday,Staten Island,SIM26,SB,19,0.16,12
06/26/2023,Weekday,Staten Island,SIM26,SB,20,0.2,5
06/26/2023,Weekday,Staten Island,SIM3,NB,4,0.67,2
06/26/2023,Weekday,Staten Island,SIM3,NB,5,0.53,19
06/26/2023,Weekday,Staten Island,SIM3,NB,6,0.42,18
06/26/2023,Weekday,Staten Island,SIM3,NB,7,0.41,16
06/26/2023,Weekday,Staten Island,SIM3,NB,8,0.3,10
06/26/2023,Weekday,Staten Island,SIM3,NB,9,0.19,8
06/26/2023,Weekday,Staten Island,SIM3,NB,10,0.25,1
06/26/2023,Weekday,Staten Island,SIM3,SB,14,0.42,3
06/26/2023,Weekday,Staten Island,SIM3,SB,15,0.43,15
06/26/2023,Weekday,Staten Island,SIM3,SB,16,0.44,17
06/26/2023,Weekday,Staten Island,SIM3,SB,17,0.44,22
06/26/2023,Weekday,Staten Island,SIM3,SB,18,0.27,4
06/26/2023,Weekday,Staten Island,SIM30,NB,5,0.41,13
06/26/2023,Weekday,Staten Island,SIM30,NB,6,0.52,32
06/26/2023,Weekday,Staten Island,SIM30,NB,7,0.46,16
06/26/2023,Weekday,Staten Island,SIM30,NB,8,0.36,5
06/26/2023,Weekday,Staten Island,SIM30,SB,15,0.67,5
06/26/2023,Weekday,Staten Island,SIM30,SB,16,0.34,27
06/26/2023,Weekday,Staten Island,SIM30,SB,17,0.51,19
06/26/2023,Weekday,Staten Island,SIM30,SB,18,0.3,14
06/26/2023,Weekday,Staten Island,SIM30,SB,19,0.25,2
06/26/2023,Weekday,Staten Island,SIM31,NB,5,0.36,16
06/26/2023,Weekday,Staten Island,SIM31,NB,6,0.47,17
06/26/2023,Weekday,Staten Island,SIM31,NB,7,0.39,21
06/26/2023,Weekday,Staten Island,SIM31,NB,8,0.35,6
06/26/2023,Weekday,Staten Island,SIM31,SB,15,0.42,4
06/26/2023,Weekday,Staten Island,SIM31,SB,16,0.38,13
06/26/2023,Weekday,Staten Island,SIM31,SB,17,0.39,21
06/26/2023,Weekday,Staten Island,SIM31,SB,18,0.28,9
06/26/2023,Weekday,Staten Island,SIM31,SB,19,0.31,5
06/26/2023,Weekday,Staten Island,SIM32,NB,6,0.31,24
06/26/2023,Weekday,Staten Island,SIM32,NB,7,0.38,15
06/26/2023,Weekday,Staten Island,SIM32,NB,8,0.31,13
06/26/2023,Weekday,Staten Island,SIM32,SB,15,0.43,5
06/26/2023,Weekday,Staten Island,SIM32,SB,16,0.34,17
06/26/2023,Weekday,Staten Island,SIM32,SB,17,0.43,18
06/26/2023,Weekday,Staten Island,SIM32,SB,18,0.23,13
06/26/2023,Weekday,Staten Island,SIM32,SB,19,0.1,5
06/26/2023,Weekday,Staten Island,SIM33,NB,5,0.39,12
06/26/2023,Weekday,Staten Island,SIM33,NB,6,0.29,19
06/26/2023,Weekday,Staten Island,SIM33,NB,7,0.28,19
06/26/2023,Weekday,Staten Island,SIM33,NB,8,0.23,10
06/26/2023,Weekday,Staten Island,SIM33,NB,9,0.15,1
06/26/2023,Weekday,Staten Island,SIM33,SB,14,0.33,5
06/26/2023,Weekday,Staten Island,SIM33,SB,15,0.26,16
06/26/2023,Weekday,Staten Island,SIM33,SB,16,0.33,14
06/26/2023,Weekday,Staten Island,SIM33,SB,17,0.24,14
06/26/2023,Weekday,Staten Island,SIM33,SB,18,0.17,13
06/26/2023,Weekday,Staten Island,SIM33,SB,19,0.17,5
06/26/2023,Weekday,Staten Island,SIM33C,NB,9,0.47,11
06/26/2023,Weekday,Staten Island,SIM33C,NB,10,0.47,9
06/26/2023,Weekday,Staten Island,SIM33C,NB,11,0.36,9
06/26/2023,Weekday,Staten Island,SIM33C,NB,12,0.48,7
06/26/2023,Weekday,Staten Island,SIM33C,NB,13,0.32,9
06/26/2023,Weekday,Staten Island,SIM33C,NB,14,0.55,9
06/26/2023,Weekday,Staten Island,SIM33C,NB,15,0.3,9
06/26/2023,Weekday,Staten Island,SIM33C,NB,16,0.35,6
06/26/2023,Weekday,Staten Island,SIM33C,NB,17,0.2,8
06/26/2023,Weekday,Staten Island,SIM33C,NB,18,0.17,5
06/26/2023,Weekday,Staten Island,SIM33C,NB,19,0.38,3
06/26/2023,Weekday,Staten Island,SIM33C,NB,20,0.25,4
06/26/2023,Weekday,Staten Island,SIM33C,NB,21,0.31,4
06/26/2023,Weekday,Staten Island,SIM33C,NB,22,0.26,5
06/26/2023,Weekday,Staten Island,SIM33C,SB,0,0.36,4
06/26/2023,Weekday,Staten Island,SIM33C,SB,1,0.17,4
06/26/2023,Weekday,Staten Island,SIM33C,SB,7,0.48,6
06/26/2023,Weekday,Staten Island,SIM33C,SB,8,0.39,5
06/26/2023,Weekday,Staten Island,SIM33C,SB,9,0.25,6
06/26/2023,Weekday,Staten Island,SIM33C,SB,10,0.4,8
06/26/2023,Weekday,Staten Island,SIM33C,SB,11,0.34,8
06/26/2023,Weekday,Staten Island,SIM33C,SB,12,0.31,11
06/26/2023,Weekday,Staten Island,SIM33C,SB,13,0.72,8
06/26/2023,Weekday,Staten Island,SIM33C,SB,14,0.46,6
06/26/2023,Weekday,Staten Island,SIM33C,SB,18,0.6,1
06/26/2023,Weekday,Staten Island,SIM33C,SB,19,0.48,11
06/26/2023,Weekday,Staten Island,SIM33C,SB,20,0.42,16
06/26/2023,Weekday,Staten Island,SIM33C,SB,21,0.4,10
06/26/2023,Weekday,Staten Island,SIM33C,SB,22,0.44,9
06/26/2023,Weekday,Staten Island,SIM33C,SB,23,0.47,8
06/26/2023,Weekday,Staten Island,SIM34,NB,4,0.48,5
06/26/2023,Weekday,Staten Island,SIM34,NB,5,0.56,12
06/26/2023,Weekday,Staten Island,SIM34,NB,6,0.48,27
06/26/2023,Weekday,Staten Island,SIM34,NB,7,0.39,33
06/26/2023,Weekday,Staten Island,SIM34,NB,8,0.33,26
06/26/2023,Weekday,Staten Island,SIM34,SB,14,0.45,5
06/26/2023,Weekday,Staten Island,SIM34,SB,15,0.48,12
06/26/2023,Weekday,Staten Island,SIM34,SB,16,0.49,23
06/26/2023,Weekday,Staten Island,SIM34,SB,17,0.53,17
06/26/2023,Weekday,Staten Island,SIM34,SB,18,0.34,20
06/26/2023,Weekday,Staten Island,SIM34,SB,19,0.18,2
06/26/2023,Weekday,Staten Island,SIM35,NB,5,0.35,10
06/26/2023,Weekday,Staten Island,SIM35,NB,6,0.33,22
06/26/2023,Weekday,Staten Island,SIM35,NB,7,0.34,22
06/26/2023,Weekday,Staten Island,SIM35,NB,8,0.27,19
06/26/2023,Weekday,Staten Island,SIM35,NB,9,0.23,3
06/26/2023,Weekday,Staten Island,SIM35,SB,15,0.31,6
06/26/2023,Weekday,Staten Island,SIM35,SB,16,0.4,11
06/26/2023,Weekday,Staten Island,SIM35,SB,17,0.4,13
06/26/2023,Weekday,Staten Island,SIM35,SB,18,0.33,10
06/26/2023,Weekday,Staten Island,SIM35,SB,19,0.21,5
06/26/2023,Weekday,Staten Island,SIM3C,NB,9,0.24,4
06/26/2023,Weekday,Staten Island,SIM3C,NB,10,0.45,7
06/26/2023,Weekday,Staten Island,SIM3C,NB,11,0.24,9
06/26/2023,Weekday,Staten Island,SIM3C,NB,12,0.33,9
06/26/2023,Weekday,Staten Island,SIM3C,NB,13,0.34,12
06/26/2023,Weekday,Staten Island,SIM3C,NB,14,0.38,5
06/26/2023,Weekday,Staten Island,SIM3C,NB,15,0.32,8
06/26/2023,Weekday,Staten Island,SIM3C,NB,16,0.23,8
06/26/2023,Weekday,Staten Island,SIM3C,NB,17,0.14,8
06/26/2023,Weekday,Staten Island,SIM3C,NB,18,0.13,8
06/26/2023,Weekday,Staten Island,SIM3C,NB,19,0.1,3
06/26/2023,Weekday,Staten Island,SIM3C,NB,20,0.25,5
06/26/2023,Weekday,Staten Island,SIM3C,NB,21,0.18,4
06/26/2023,Weekday,Staten Island,SIM3C,NB,22,0.17,5
06/26/2023,Weekday,Staten Island,SIM3C,SB,0,0.66,3
06/26/2023,Weekday,Staten Island,SIM3C,SB,1,0.12,3
06/26/2023,Weekday,Staten Island,SIM3C,SB,8,0.25,1
06/26/2023,Weekday,Staten Island,SIM3C,SB,9,0.22,1
06/26/2023,Weekday,Staten Island,SIM3C,SB,10,0.18,4
06/26/2023,Weekday,Staten Island,SIM3C,SB,11,0.21,10
06/26/2023,Weekday,Staten Island,SIM3C,SB,12,0.34,9
06/26/2023,Weekday,Staten Island,SIM3C,SB,13,0.35,10
06/26/2023,Weekday,Staten Island,SIM3C,SB,14,0.39,13
06/26/2023,Weekday,Staten Island,SIM3C,SB,18,0.46,8
06/26/2023,Weekday,Staten Island,SIM3C,SB,19,0.46,14
06/26/2023,Weekday,Staten Island,SIM3C,SB,20,0.27,12
06/26/2023,Weekday,Staten Island,SIM3C,SB,21,0.41,11
06/26/2023,Weekday,Staten Island,SIM3C,SB,22,0.42,12
06/26/2023,Weekday,Staten Island,SIM3C,SB,23,0.37,15
06/26/2023,Weekday,Staten Island,SIM4,NB,5,0.49,14
06/26/2023,Weekday,Staten Island,SIM4,NB,6,0.41,35
06/26/2023,Weekday,Staten Island,SIM4,NB,7,0.42,40
06/26/2023,Weekday,Staten Island,SIM4,NB,8,0.33,25
06/26/2023,Weekday,Staten Island,SIM4,SB,14,0.15,1
06/26/2023,Weekday,Staten Island,SIM4,SB,15,0.45,8
06/26/2023,Weekday,Staten Island,SIM4,SB,16,0.54,29
06/26/2023,Weekday,Staten Island,SIM4,SB,17,0.53,28
06/26/2023,Weekday,Staten Island,SIM4,SB,18,0.31,14
06/26/2023,Weekday,Staten Island,SIM4C,NB,4,0.42,15
06/26/2023,Weekday,Staten Island,SIM4C,NB,5,0.52,3
06/26/2023,Weekday,Staten Island,SIM4C,NB,7,0.73,1
06/26/2023,Weekday,Staten Island,SIM4C,NB,8,0.44,8
06/26/2023,Weekday,Staten Island,SIM4C,NB,9,0.57,17
06/26/2023,Weekday,Staten Island,SIM4C,NB,10,0.63,7
06/26/2023,Weekday,Staten Island,SIM4C,NB,11,0.52,8
06/26/2023,Weekday,Staten Island,SIM4C,NB,12,0.56,6
06/26/2023,Weekday,Staten Island,SIM4C,NB,13,0.5,9
06/26/2023,Weekday,Staten Island,SIM4C,NB,14,0.56,7
06/26/2023,Weekday,Staten Island,SIM4C,NB,15,0.42,9
06/26/2023,Weekday,Staten Island,SIM4C,NB,16,0.3,6
06/26/2023,Weekday,Staten Island,SIM4C,NB,17,0.22,6
06/26/2023,Weekday,Staten Island,SIM4C,NB,18,0.27,6
06/26/2023,Weekday,Staten Island,SIM4C,NB,19,0.24,5
06/26/2023,Weekday,Staten Island,SIM4C,SB,0,0.64,1
06/26/2023,Weekday,Staten Island,SIM4C,SB,10,0.45,4
06/26/2023,Weekday,Staten Island,SIM4C,SB,11,0.43,5
06/26/2023,Weekday,Staten Island,SIM4C,SB,12,0.91,1
06/26/2023,Weekday,Staten Island,SIM4C,SB,13,0.65,6
06/26/2023,Weekday,Staten Island,SIM4C,SB,14,0.68,8
06/26/2023,Weekday,Staten Island,SIM4C,SB,15,0.63,3
06/26/2023,Weekday,Staten Island,SIM4C,SB,16,0.67,1
06/26/2023,Weekday,Staten Island,SIM4C,SB,17,0.45,6
06/26/2023,Weekday,Staten Island,SIM4C,SB,18,0.46,11
06/26/2023,Weekday,Staten Island,SIM4C,SB,19,0.29,24
06/26/2023,Weekday,Staten Island,SIM4C,SB,20,0.43,11
06/26/2023,Weekday,Staten Island,SIM4C,SB,21,0.49,11
06/26/2023,Weekday,Staten Island,SIM4C,SB,22,0.52,11
06/26/2023,Weekday,Staten Island,SIM4C,SB,23,0.45,8
06/26/2023,Weekday,Staten Island,SIM4X,NB,6,0.35,14
06/26/2023,Weekday,Staten Island,SIM4X,NB,7,0.25,11
06/26/2023,Weekday,Staten Island,SIM4X,NB,8,0.18,4
06/26/2023,Weekday,Staten Island,SIM4X,SB,16,0.16,7
06/26/2023,Weekday,Staten Island,SIM4X,SB,17,0.25,8
06/26/2023,Weekday,Staten Island,SIM4X,SB,18,0.1,4
06/26/2023,Weekday,Staten Island,SIM5,NB,4,0.21,4
06/26/2023,Weekday,Staten Island,SIM5,NB,5,0.28,19
06/26/2023,Weekday,Staten Island,SIM5,NB,6,0.37,19
06/26/2023,Weekday,Staten Island,SIM5,NB,7,0.38,32
06/26/2023,Weekday,Staten Island,SIM5,NB,8,0.3,16
06/26/2023,Weekday,Staten Island,SIM5,NB,9,0.21,4
06/26/2023,Weekday,Staten Island,SIM5,NB,11,0.53,1
06/26/2023,Weekday,Staten Island,SIM5,SB,14,0.44,2
06/26/2023,Weekday,Staten Island,SIM5,SB,15,0.5,8
06/26/2023,Weekday,Staten Island,SIM5,SB,16,0.4,15
06/26/2023,Weekday,Staten Island,SIM5,SB,17,0.36,15
06/26/2023,Weekday,Staten Island,SIM5,SB,18,0.2,11
06/26/2023,Weekday,Staten Island,SIM5,SB,19,0.09,5
06/26/2023,Weekday,Staten Island,SIM6,NB,4,0.48,6
06/26/2023,Weekday,Staten Island,SIM6,NB,5,0.34,31
06/26/2023,Weekday,Staten Island,SIM6,NB,6,0.47,41
06/26/2023,Weekday,Staten Island,SIM6,NB,7,0.47,26
06/26/2023,Weekday,Staten Island,SIM6,NB,8,0.31,17
06/26/2023,Weekday,Staten Island,SIM6,SB,14,0.37,16
06/26/2023,Weekday,Staten Island,SIM6,SB,15,0.46,16
06/26/2023,Weekday,Staten Island,SIM6,SB,16,0.47,20
06/26/2023,Weekday,Staten Island,SIM6,SB,17,0.39,28
06/26/2023,Weekday,Staten Island,SIM6,SB,18,0.34,17
06/26/2023,Weekday,Staten Island,SIM6,SB,19,0.23,9
06/26/2023,Weekday,Staten Island,SIM6,SB,20,0.13,1
06/26/2023,Weekday,Staten Island,SIM7,NB,5,0.35,22
06/26/2023,Weekday,Staten Island,SIM7,NB,6,0.38,17
06/26/2023,Weekday,Staten Island,SIM7,NB,7,0.31,13
06/26/2023,Weekday,Staten Island,SIM7,NB,8,0.28,12
06/26/2023,Weekday,Staten Island,SIM7,SB,14,0.44,6
06/26/2023,Weekday,Staten Island,SIM7,SB,15,0.35,14
06/26/2023,Weekday,Staten Island,SIM7,SB,16,0.39,18
06/26/2023,Weekday,Staten Island,SIM7,SB,17,0.29,17
06/26/2023,Weekday,Staten Island,SIM7,SB,18,0.24,13
06/26/2023,Weekday,Staten Island,SIM7,SB,19,0.16,9
06/26/2023,Weekday,Staten Island,SIM8,NB,4,0.52,14
06/26/2023,Weekday,Staten Island,SIM8,NB,5,0.52,25
06/26/2023,Weekday,Staten Island,SIM8,NB,6,0.44,38
06/26/2023,Weekday,Staten Island,SIM8,NB,7,0.58,20
06/26/2023,Weekday,Staten Island,SIM8,NB,8,0.38,15
06/26/2023,Weekday,Staten Island,SIM8,NB,9,0.26,2
06/26/2023,Weekday,Staten Island,SIM8,SB,13,0.73,4
06/26/2023,Weekday,Staten Island,SIM8,SB,14,0.56,13
06/26/2023,Weekday,Staten Island,SIM8,SB,15,0.54,19
06/26/2023,Weekday,Staten Island,SIM8,SB,16,0.51,24
06/26/2023,Weekday,Staten Island,SIM8,SB,17,0.47,18
06/26/2023,Weekday,Staten Island,SIM8,SB,18,0.32,21
06/26/2023,Weekday,Staten Island,SIM8,SB,19,0.28,9
06/26/2023,Weekday,Staten Island,SIM8,SB,20,0.3,11
06/26/2023,Weekday,Staten Island,SIM8X,NB,6,0.29,10
06/26/2023,Weekday,Staten Island,SIM8X,NB,7,0.32,8
06/26/2023,Weekday,Staten Island,SIM8X,NB,8,0.16,3
06/26/2023,Weekday,Staten Island,SIM8X,SB,16,0.31,12
06/26/2023,Weekday,Staten Island,SIM8X,SB,17,0.39,7
06/26/2023,Weekday,Staten Island,SIM8X,SB,18,0.16,6
06/26/2023,Weekday,Staten Island,SIM8X,SB,19,0.17,5
06/26/2023,Weekday,Staten Island,SIM9,NB,5,0.28,18
06/26/2023,Weekday,Staten Island,SIM9,NB,6,0.33,18
06/26/2023,Weekday,Staten Island,SIM9,NB,7,0.28,18
06/26/2023,Weekday,Staten Island,SIM9,NB,8,0.17,8
06/26/2023,Weekday,Staten Island,SIM9,SB,14,0.19,2
06/26/2023,Weekday,Staten Island,SIM9,SB,15,0.27,11
06/26/2023,Weekday,Staten Island,SIM9,SB,16,0.27,11
06/26/2023,Weekday,Staten Island,SIM9,SB,17,0.27,13
06/26/2023,Weekday,Staten Island,SIM9,SB,18,0.12,13
06/26/2023,Weekday,Staten Island,SIM9,SB,19,0.1,10
06/26/2023,Weekend,Bronx,BXM1,NB,0,0.2,1
06/26/2023,Weekend,Bronx,BXM1,NB,8,0.17,2
06/26/2023,Weekend,Bronx,BXM1,NB,9,0.17,2
